		250		31329.8	67	5.47761194	734		0						26		0	
	source ID	druid	Title	Length of Roll	Digitizing Operator	Digitizing Date	Total Digitizing Time (in minutes)	Date Completion	QC Operator	QC Date	Total Post Processing (Lightroom Time)	Total QC Time	QC Pass/Fail	Number of Scans	Notes	Import Date	Count Skip of Total Digitizing Time	Feet / min
	sul:ars0163_cr117_r373	pp152qf3736	Waldstein sonata : op. 53 : 2nd-3rd movements															
	sul:ars0163_cr718_r3024	wk800rg9023	Sonata, op.31, no. 3, parts 1 and 2															
	sul:ars0163_cr719_r3025	rn567hs9279	Sonata, op.31, no. 3, parts 3 and 4															
	sul:ars0163_cr1313_r75312	sn839vj0509	Together we two	380	TC	12/14/2017	7											
	sul:ars0163_cr1316_r75300	wf379tc5207	Ziegfeld follies folderol	487	TC	12/14/1980	9											
	sul:ars0163_cr1099_r6886	gh634pt7318	An evening in Granada	372.7	TC	12/14/2017	7											
	sul:ars0163_cr1325_r75376	vy776gd9389	Fleur de lis	365.6	LL	12/14/2017	23								Protective paper wrapped and tied around; 3x stopped due to duplicate error			
	sul:ars0163_cr733_r3039	hj292qr3465	Menuet															
	sul:ars0163_cr1435_r50009	cq755qv1747	Ave Maria : méditation sur le 1er prélude de J.S. Bach															
	sul:ars0163_cr1432_r50075	yh131bn7547	Contes bleus : op. 122, no. 2	376	DC	12/14/2017	7.5											
	sul:ars0163_cr1434_r50082	ny159yv2457	Ballade, op. 57															
	sul:ars0163_cr1441_r50174	zs163yp9605	Hochzeitstag auf Troldhaugen															
no clip, did not scan	sul:ars0163_cr1442_r50249	nt748nv2789	Auf Flugeln des Gesanges	385	Megan	12/14/2017	7	12/14/2017										
	sul:ars0163_cr1446_r50263	qr705rv4562	Rhapsodie hongroise no. 12															
	sul:ars0163_cr1478_r50303	gp069jw3255	Fruhling : op. 57, no. 5: Liebeswalzer															
	sul:ars0163_cr1495_r51409	rs377sr1196	Rhapsodie hongroise no. 2															
	sul:ars0163_cr1507_r51601	sz743kt9082	Sonata op. 35 : Grave doppio movimento	656	Megan	12/14/2017	20	12/14/2017							Frame duplicatioin			
	sul:ars0163_cr1517_r52333	vd899xz1529	Blumengefluster : Charakterstucke															
	sul:ars0163_cr1540_r53992	df982zh3635	Fruhlingsglaube															
	sul:ars0163_cr1628_r58076	fq763dj3290	Die Zauberflote : Ouverture	653	Megan	12/14/2017	7	12/14/2017										
	sul:ars0163_cr1648_r58700	yc012kv9438	Schenk mir ein paar Walzerschritte : Walzer aus Nixchen															
	sul:ars0163_cr1581_r59281	pj491rc0186	Der Barbier von Sevilla : Ouverture															
	sul:ars0163_cr1571_r59440	vy671vv3613	La boheme : 1. Akt															
	sul:ars0163_cr1570_r59441	mh238rk0367	La boheme : 2. Akt															
	sul:ars0163_cr1569_r59442	jf882gs5144	La boheme : 3. Akt															
	sul:ars0163_cr1568_r59443	bw377tq8749	La boheme : 4. Akt															
	sul:ars0163_cr1599_r59534	vw007yd7808	Doo wacka doo : foxtrot	358	Megan	12/14/2017	10	12/14/2017										
	sul:ars0163_cr1594_r59536	bk934bz8938	Kleine Monna Vanna : shimmy	252	DC	12/14/0207	5.5											
	sul:ars0163_cr1601_r59539	qf762ts8045	Memory lane : Walzer															
	sul:ars0163_cr1592_r59541	hf793nb7746	Charlie my boy : shimmy	298	LL	12/14/2017	17											
	sul:ars0163_cr1603_r59542	dy868wj6508	Believe me : foxtrot															
	sul:ars0163_cr1591_r59543	tr821rn7244	Sens dessus dessous : foxtrot															
	sul:ars0163_cr1605_r59554	xr607dz5051	Tea for two : foxtrot	258	DC	12/14/2017												
	sul:ars0163_cr1590_r59556	kh851tm9992	Follow the swallow : foxtrot															
	sul:ars0163_cr1604_r59559	wz288rk6573	Red hot mama : foxtrot	310	DC	12/14/2017	7											
	sul:ars0163_cr1620_r59592	gf906mp6259	Fayum : Egypt : foxtrot	300	DC	12/14/2017	6											
	sul:ars0163_cr1593_r59512	vs152kp8468	Windsor : foxtrot	321	DC	12/14/2017									frame duplication			
	sul:ars0163_cr1542_r53785	kd597mv1973	Consolations, no. 3 u. -4															
	sul:ars0163_cr1597_r59531	zz787qc8953	That's my girl : foxtrot															
